word,is_laugh
далеко,0
плохо,0
глава,0
красивый,0
серый,0
пить,0
командир,0
обычно,0
партия,0
проблема,0
страх,0
проходить,0
ясно,0
снять,0
бумага,0
герой,0
пара,0
государство,0
деревня,0
речь,0
начаться,0
средство,0
положение,0
связь,0
скоро,0
небольшой,0
представлять,0
завтра,0
объяснить,0
пустой,0
произнести,0
человеческий,0
нравиться,0
однажды,0
мимо,0
иначе,0
существовать,0
класс,0
удаться,0
толстый,0
цель,0
сквозь,0
прийтись,0
чистый,0
знать,0
прежний,0
профессор,0
господин,0
счастье,0
худой,0
дух,0
план,0
чужой,0
зал,0
представить,0
особый,0
директор,0
бывший,0
память,0
близкий,0
сей,0
результат,0
больной,0
данный,0
кстати,0
назвать,0
след,0
улыбаться,0
бутылка,0
трудно,0
условие,0
прежде,0
ум,0
улыбнуться,0
процесс,0
картина,0
вместо,0
старший,0
легко,0
центр,0
подобный,0
возможно,0
около,0
смеяться,0
сто,0
будущее,0
хватать,0
число,0
всякое,0
рубль,0
почувствовать,0
принести,0
вера,0
вовсе,0
удар,0
телефон,0
колено,0
согласиться,0
мало,0
коридор,0
мужик,0
правый,0
автор,0
холодный,0
хватить,0
многие,0
встреча,0
кабинет,0
документ,0
самолет,0
вниз,0
принимать,0
игра,0
рассказ,0
хлеб,0
развитие,0
убить,0
родной,0
открытый,0
менее,0
предложить,0
желтый,0
приходиться,0
выпить,0
крикнуть,0
трубка,0
враг,0
показывать,0
двое,0
доктор,0
ладонь,0
вызвать,0
спокойно,0
попросить,0
наука,0
лейтенант,0
служба,0
оказываться,0
привести,0
сорок,0
счет,0
возвращаться,0
золотой,0
местный,0
кухня,0
крупный,0
решение,0
молодая,0
тридцать,0
роман,0
требовать,0
компания,0
частый,0
российский,0
рабочий,0
потерять,0
течение,0
синий,0
столько,0
теплый,0
метр,0
достать,0
железный,0
институт,0
сообщить,0
интерес,0
обычный,0
появляться,0
упасть,0
остальной,0
половина,0
московский,0
шесть,0
получиться,0
качество,0
бой,0
шея,0
вон,0
идея,0
видимо,0
достаточно,0
провести,0
важный,0
трава,0
дед,0
сознание,0
родитель,0
простить,0
бить,0
чай,0
поздний,0
кивнуть,0
род,0
исчезнуть,0
тонкий,0
немецкий,0
звук,0
отдать,0
магазин,0
президент,0
поэт,0
спасибо,0
болезнь,0
событие,0
помочь,0
кожа,0
лист,0
слать,0
вспоминать,0
прекрасный,0
слеза,0
надежда,0
молча,0
сильно,0
верный,0
литература,0
оружие,0
готовый,0
запах,0
неожиданно,0
вчера,0
вздохнуть,0
роль,0
рост,0
природа,0
политический,0
точка,0
звезда,0
петь,0
садиться,0
фамилия,0
характер,0
пожалуйста,0
выше,0
офицер,0
толпа,0
перестать,0
придтись,0
уровень,0
неизвестный,0
кресло,0
баба,0
секунда,0
пожаловать,0
банк,0
опыт,0
тихий,0
поскольку,0
сапог,0
правило,0
стекло,0
получать,0
внутренний,0
дочь,0
называться,0
надеяться,0
член,0
протянуть,0
государственный,0
десяток,0
глубокий,0
цветок,0
ах,0
желание,0
дождь,0
впереди,0
подходить,0
много,0
лоб,0
улыбка,0
борьба,0
ворот,0
ящик,0
этаж,0
служить,0
вновь,0
голубой,0
нечего,0
революция,0
впервые,0
сосед,0
сестра,0
долгий,0
чей,0
поверить,0
ситуация,0
взглянуть,0
слабый,0
количество,0
вызывать,0
уверенный,0
выход,0
совет,0
дурак,0
любимый,0
союз,0
лето,0
ожидать,0
пришлый,0
висеть,0
граница,0
цвет,0
серьезный,0
создать,0
интересно,0
свобода,0
зато,0
стул,0
уехать,0
поезд,0
музыка,0
быстрый,0
тень,0
лошадь,0
поле,0
выглядеть,0
учиться,0
левый,0
разговаривать,0
детский,0
тип,0
суд,0
связанный,0
горячий,0
площадь,0
помогать,0
счастливый,0
повернуться,0
позволить,0
встретить,0
радость,0
острый,0
возраст,0
орган,0
карта,0
входить,0
обнаружить,0
король,0
слава,0
полковник,0
мелкий,0
бок,0
цена,0
информация,0
мозг,0
удовольствие,0
воля,0
область,0
крыша,0
нести,0
обратно,0
современный,0
дама,0
семь,0
веселый,0
прислать,0
сад,0
правительство,0
милый,0
относиться,0
возникать,0
мол,0
повторить,0
название,0
средний,0
пример,0
невозможно,0
зеркало,0
погибнуть,0
американский,0
дым,0
гореть,0
плакать,0
весьма,0
факт,0
двигаться,0
рыба,0
добавить,0
удивиться,0
бабушка,0
вино,0
ибо,0
учитель,0
действовать,0
осторожно,0
круг,0
папа,0
правильно,0
недавно,0
держаться,0
причем,0
лететь,0
носить,0
повод,0
лагерь,0
птица,0
корабль,0
мнение,0
ночной,0
здоровый,0
зима,0
сухой,0
километр,0
кровать,0
привыкнуть,0
прочее,0
свободный,0
лестница,0
неужели,0
обязательно,0
вверх,0
детство,0
остров,0
статья,0
позвонить,0
столь,0
мешать,0
водка,0
темнота,0
возникнуть,0
способный,0
станция,0
желать,0
попробовать,0
получаться,0
гражданин,0
странно,0
вскоре,0
интересный,0
команда,0
заболевание,0
живот,0
ставить,0
ради,0
тишина,0
понятно,0
фронт,0
щека,0
страшно,0
район,0
наверно,0
проводить,0
выражение,0
слегка,0
мешок,0
обещать,0
дорогой,0
судить,0
большинство,0
собраться,0
управление,0
колоть,0
мокрый,0
приказ,0
прямой,0
закричать,0
кончиться,0
куст,0
стрелять,0
художник,0
знак,0
завод,0
кулак,0
использовать,0
стакан,0
пахнуть,0
отсюда,0
рот,0
пора,0
аха, 1
ахах, 1
ахахахахахаха, 1
пахпвхпвахпв, 1
аха, 1
ахах, 1
ахахахахахаха, 1
пахпвхпвахпв, 1
вхавхавхавха, 1
вхвхвххыы, 1
ыхыхыхыхых, 1
ахахапхахп, 1
хпхпхпхпхп, 1
пхпхпхпхп, 1
пхпх, 1
пхах, 1
лол, 1
вахахаха, 1
ихихих, 1
хихих, 1
хихи, 1
ихихи, 1  
хсхсхсхс, 1
хсхс, 1 
хсхсхс, 1 
хсахсхасх, 1
ахпахпаххп, 1
хпахпах, 1
хпавххввх, 1
вхвхвх, 1  
ахваха, 1
хахахаха, 1 
ихихих, 1 
рофл, 1
уххухухух, 1
вхавхаха, 1 
пхахпахпах, 1
ххахаа, 1 
хаха, 1 
хихиии, 1 
хех, 1
хехех, 1
аха, 1
ахах, 1
ахахахахахаха, 1
пахпвхпвахпв, 1
вхавхавха, 1
вхвхвххыы, 1
ыхыхыхыхых, 1
ахахапхахп, 1
пхпхп, 1
пхпхпхпхп, 1
хпх, 1
пхах, 1
лол, 1
вахахаха, 1
ихихих, 1
хихих, 1
хихи, 1
ихихи, 1  
хсхсхс, 1
хсxc, 1 
схсхс, 1 
сахсхасх, 1
хпахпаххп, 1
пахпах, 1
авхввх, 1
вхвхвх, 1  
ахвха, 1
хаххаха, 1 
ихиих, 1 
уххуухух, 1
вхвхаха, 1 
пххпахпах, 1
ххаа, 1 
хаха, 1 
хихиии, 1 
хех, 1
хехех, 1
хахахах, 1
хахаха, 1
хахахах, 1
хахахах, 1
ахах, 1
ахах, 1
ахах, 1
ахах, 1
ахах, 1
ахах, 1
аха, 1
ахах, 1
ахах, 1
ахах, 1
ахах, 1
ахах, 1
ахах, 1
ахх, 1
ахах, 1
ахах, 1
ахах, 1
ахах, 1
ахах, 1
ахах, 1
ахах, 1
ахах, 1
хахаха, 1
хахха, 1
хахаха, 1
ххаха, 1
хахаха, 1
хахаха, 1
хахха, 1
хахаха, 1
хахаха, 1
хахаха, 1
хахха, 1
хахаха, 1
хахаха, 1
хахаха, 1
хахаха, 1
хааха, 1
хахаха, 1
хахаха, 1
хахаха, 1
хахаха, 1
хахаха, 1
хаха, 1
хахаха, 1
хахаха, 1
хахаха, 1
хахаха, 1
хахаха, 1
хахаха, 1
хахаха, 1
хахаха, 1
хахаха, 1
хахаха, 1
хахаха, 1
хахаа, 1
хахаха, 1
хахаха, 1
хахаа, 1
хахаха, 1
хахаха, 1
хааха, 1
хахаха, 1
хахаха, 1
хахаха, 1
хахха, 1
хахаха, 1
хахаха, 1
хахаха, 1
хахах, 1
хахаха, 1
хахаха, 1
ххаха, 1
хахаха, 1
хахаха, 1
хахаха, 1
хааха, 1
хахаха, 1
хахаха, 1
хахха, 1
хахаха, 1
хахаха, 1
хахха, 1
хахаха, 1
хахаха, 1
хахаха, 1
хахаха, 1
хахахах, 1
хахахах, 1
хахахах, 1
хахаха, 1
хахаха, 1
хахахах, 1
хахаха, 1
хахаха, 1
хихи, 1
хихи, 1
хихи, 1
хии, 1
хихи, 1
хихи, 1
хих, 1
хихи, 1
хихи, 1
хихи, 1
хахаха, 1
хахаха, 1
ахах, 1
ахаххахахаха, 1
пахпхпвахпв, 1
вхвхавхавха, 1
вхвхвххыы, 1
ыхыхыхыхых, 1
ахахапхахп, 1
хпхпхпхпхп, 1
пхпххпхп, 1
пхпх, 1
пхах, 1
лол, 1
вахахаха, 1
ихихих, 1
хиих, 1
хихи, 1
ихихи, 1  
хсхсхсхс, 1
хсхс, 1 
хсхсхс, 1 
хсахсхасх, 1
ахпахпаххп, 1
хпахпах, 1
хпавххввх, 1
вхвхвх, 1  
ахваха, 1
хахахаха, 1 
ихихих, 1 
рофл, 1
уххухухух, 1
вхавхаха, 1 
пхахпахпах, 1
ххахаа, 1 
хаа, 1 
хихиии, 1 
хех, 1
хехех, 1
аха, 1
ахах, 1
ахахахахахаха, 1
пахпвхпвахпв, 1
вхавхавха, 1
вхвхвххыы, 1
ыхыхыхыхых, 1
ахахапхахп, 1
пхпхп, 1
пхпхпхпхп, 1
хпх, 1
пхах, 1
лол, 1
вахахаха, 1
ихихих, 1
хихих, 1
хихи, 1
ихихи, 1  
хссхс, 1
хсc, 1 
схсхс, 1 
сахсхасх, 1
хпахпаххп, 1
пахпах, 1
авввх, 1
вхвхвх, 1  
ахвха, 1
хаххаха, 1 
ихиих, 1 
уххуухух, 1
вхвхаха, 1 
пххпахпах, 1
ххаа, 1 
хаха, 1 
хихиии, 1 
хех, 1
хехех, 1
хахахах, 1
хааха, 1
хахахах, 1
хахаах, 1
хахахах, 1
хахаха, 1
хахахах, 1
хахаха, 1
хахаха, 1
хахахах, 1
хаха, 1
хахаха, 1
ххаха, 1
хахаха, 1
ахвав, 1
аххаах, 1 
хпавхх, 1
иххиих, 1 
хавхавх, 1
хавхацы, 1
хавха, 1 
хсх, 1
авхвахх, 1
ахвахвах, 1
выххавха, 1
вхавхавхавха, 1
вхвхвххыы, 1
ыхыхыхыхых, 1
ахахапхахп, 1
хпхпхпхпхп, 1
пхпхпхпхп, 1
пхпх, 1
пхах, 1
лол, 1
вахахаха, 1
ихихих, 1
хихих, 1
хихи, 1
ихихи, 1  
хсхсхсхс, 1
хсхс, 1 
хсхсхс, 1 
хсахсхасх, 1
ахпахпаххп, 1
хпахпах, 1
хпавххввх, 1
вхвхвх, 1  
ахваха, 1
хахахаха, 1 
ихихих, 1 
рофл, 1
уххухухух, 1
вхавхаха, 1 
пхахпахпах, 1
ххахаа, 1 
хаха, 1 
хихиии, 1 
хех, 1
хехех, 1
аха, 1
ахах, 1
ахахахахахаха, 1
пахпвхпвахпв, 1
вхавхавха, 1
вхвхвххыы, 1
ыхыхыхыхых, 1
ахахапхахп, 1
пхпхп, 1
пхпхпхпхп, 1
хпх, 1
пхах, 1
лол, 1
вахахаха, 1
ихихих, 1
хихих, 1
хихи, 1
ихихи, 1  
хсхсхс, 1
хсxc, 1 
схсхс, 1 
сахсхасх, 1
хпахпаххп, 1
пахпах, 1
авхввх, 1
вхвхвх, 1  
ахвха, 1
хаххаха, 1 
ихиих, 1 
уххуухух, 1
вхвхаха, 1 
пххпахпах, 1
ххаа, 1 
хаха, 1 
хихиии, 1 
хех, 1
хехех, 1
хахахах, 1
хахаха, 1
хахахах, 1
хахахах, 1
ахах, 1
ахах, 1
ахах, 1
ахах, 1
аха, 1
ахах, 1
ахах, 1
ахах, 1
ахах, 1
ахах, 1
ахх, 1
ахах, 1
ахах, 1
ахах, 1
ахах, 1
ахах, 1
ахах, 1
хахаха, 1
хахха, 1
хахаха, 1
ххаха, 1
хахаха, 1
хахаха, 1
хахха, 1
хахаха, 1
хахаха, 1
хахаха, 1
хахха, 1
хахаха, 1
хахаха, 1
хахаха, 1
хахаха, 1
хахаха, 1
хахаха, 1
хааха, 1
хахаха, 1
хахаха, 1
хахаха, 1
хахаха, 1
хахаха, 1
хахаха, 1
хаха, 1
хахаха, 1
хахаха, 1
хахаха, 1
хаха, 1
хахаха, 1
хахаха, 1
хахаха, 1
хахаха, 1
хахаха, 1
хахаха, 1
хахаха, 1
хахаа, 1
хахаха, 1
хахаха, 1
хахаа, 1
хахаха, 1
хахаха, 1
хааха, 1
хахаха, 1
хахаха, 1
хахаха, 1
хахха, 1
хахаха, 1
хахаха, 1
хахаха, 1
хахаха, 1
хахах, 1
хахаха, 1
хахаха, 1
ххаха, 1
хахаха, 1
хахаха, 1
хахаха, 1
хааха, 1
хахаха, 1
хахаха, 1
хахха, 1
хахаха, 1
хахаха, 1
хахха, 1
хахаха, 1
хахаха, 1
хахаха, 1
хахахах, 1
хахахах, 1
хахахах, 1
хахаха, 1
хахаха, 1
хахахах, 1
хахаха, 1
хахаха, 1
хихи, 1
хихи, 1
хии, 1
хихи, 1
хихи, 1
хих, 1
хихи, 1
хихи, 1
хихи, 1
хихи, 1
хихи, 1
хихи, 1
хихи, 1
хахаха, 1
хахаха, 1
ахах, 1
ахаххахахаха, 1
пахпхпвахпв, 1
вхвхавхавха, 1
вхвхвххыы, 1
ыхыхыхыхых, 1
ахахапхахп, 1
хпхпхпхпхп, 1
пхпххпхп, 1
пхпх, 1
пхах, 1
лол, 1
вахахаха, 1
ихихих, 1
хиих, 1
хихи, 1
ихихи, 1  
хсхсхсхс, 1
хсхс, 1 
хсхсхс, 1 
хсахсхасх, 1
ахпахпаххп, 1
хпахпах, 1
хпавххввх, 1
вхвхвх, 1  
ахваха, 1
хахахаха, 1 
ихихих, 1 
рофл, 1
уххухухух, 1
вхавхаха, 1 
пхахпахпах, 1
ххахаа, 1 
хаа, 1 
хихиии, 1 
хех, 1
хехех, 1
аха, 1
ахах, 1
ахахахахахаха, 1
пахпвхпвахпв, 1
вхавхавха, 1
вхвхвххыы, 1
ыхыхыхыхых, 1
ахахапхахп, 1
пхпхп, 1
пхпхпхпхп, 1
хпх, 1
пхах, 1
лол, 1
вахахаха, 1
ихихих, 1
хихих, 1
хихи, 1
ихихи, 1  
хссхс, 1
хсc, 1 
схсхс, 1 
сахсхасх, 1
хпахпаххп, 1
пахпах, 1
авввх, 1
вхвхвх, 1  
ахвха, 1
хаххаха, 1 
ихиих, 1 
уххуухух, 1
вхвхаха, 1 
пххпахпах, 1
ххаа, 1 
хаха, 1 
хихиии, 1 
хех, 1
хехех, 1
хахахах, 1
хааха, 1
хахахах, 1
хахаах, 1
хахахах, 1
хахаха, 1
хахахах, 1
хахахах, 1
хахахах, 1
хахаха, 1
хахаха, 1
хахахах, 1
хаха, 1
хахаха, 1
ххаха, 1
хахаха, 1
ахвав, 1
аххаах, 1 
хпавхх, 1
иххиих, 1 
хавхавх, 1
хавхацы, 1
хавха, 1 
хсх, 1
авхвахх, 1
ахвахвах, 1
выххавха, 1
аах,1
аха,1
хаа,1
ахах,1
аахх,1
ххаа,1
хаха,1
хаах,1
ахха,1
хссх,1
схсх,1
сххс,1
хсхс,1
ххсс,1
ссхх,1
пххп,1
хпхп,1
ппхх,1
ххпп,1
пхпх,1
хппх,1
хп,1
пх,1
ххп,1
пхх,1
хпх,1
хпах,1
хапх,1
ххпа,1
хпха,1
ххап,1
апхх,1
аххп,1
пхха,1
ахпх,1
пхах,1
хахп,1
пахх,1
хвхв,1
ххвв,1
ввхх,1
хввх,1
вхвх,1
вххв,1
хвха,1
ахвх,1
ххва,1
вахх,1
хвах,1
авхх,1
хавх,1
вхах,1
хахв,1
аххв,1
ххав,1
вхха,1
хихв,1
ихвх,1
хивх,1
ххив,1
иххв,1
ххви,1
вххи,1
вхих,1
хвхи,1
ивхх,1
вихх,1
хвих,1
вихих,1
хихви,1
хвхии,1
хивхи,1
хивих,1
иихвх,1
ихвхи,1
ххиви,1
иххви,1
хихив,1
хвихи,1
ииххв,1
ивихх,1
ивххи,1
иивхх,1
ххиив,1
ххвии,1
хвиих,1
ивхих,1
ихвих,1
вххии,1
ихивх,1
вхихи,1
иххив,1
хиивх,1
вхиих,1
хиихв,1
ихихв,1
виххи,1
виихх,1
ххии,1
хихи,1
иихх,1
ихих,1
иххи,1
хиих,1
аххаах,1
ахахах,1
хааахх,1
аааххх,1
хаххаа,1
хаахах,1
ааххха,1
хахаха,1
аахахх,1
хахаах,1
аххаха,1
ахххаа,1
ххааха,1
хаахха,1
ааххах,1
ххахаа,1
ахаахх,1
хххааа,1
ххааах,1
ахахха,1
хха,1
хах,1
ахх,1
ххаа,1
хаах,1
ахха,1
ахах,1
хаха,1
аахх,1
ахахх,1
аххха,1
хххаа,1
ааххх,1
ххаха,1
аххах,1
хахха,1
хахах,1
ххаах,1
хаахх,1
ухаих,1
хихуа,1
ххуаи,1
ахуих,1
хихау,1
хуахи,1
хиуха,1
хиаху,1
иахух,1
ихаху,1
иххуа,1
хаиух,1
хахуи,1
хауих,1
иухах,1
аххуи,1
аххиу,1
ххаиу,1
ххиау,1
уиахх,1
ухиах,1
иуахх,1
ххиуа,1
ауихх,1
иаухх,1
аиухх,1
ахиху,1
хаухи,1
ихуах,1
ихаух,1
ахиух,1
иххау,1
уххаи,1
хиаух,1
хаиху,1
аихух,1
иахху,1
уихха,1
хуиах,1
аухих,1
хуиха,1
ухахи,1
ихуха,1
уххиа,1
хуаих,1
ауххи,1
хухаи,1
ахухи,1
хухиа,1
ххауи,1
ухиха,1
уихах,1
хиуах,1
ххуиа,1
иухха,1
хахиу,1
аихху,1
уаихх,1
уаххи,1
уахих,1
хвхв,1
вххв,1
хввх,1
ххвв,1
ввхх,1
вхвх,1
ахп,1
хап,1
апх,1
пха,1
пах,1
хпа,1
папх,1
ахпп,1
пахп,1
пхап,1
ппха,1
хпап,1
хппа,1
апхп,1
пхпа,1
аппх,1
ппах,1
хапп,1
хвапп,1
пхпва,1
хпапв,1
ахпвп,1
ахвпп,1
впапх,1
апвпх,1
ваппх,1
апхпв,1
ахппв,1
впхап,1
апхвп,1
павпх,1
хппва,1
хавпп,1
пхавп,1
впахп,1
папхв,1
хпавп,1
вахпп,1
аппвх,1
пвпха,1
авхпп,1
хаппв,1
вппха,1
вапхп,1
хпвап,1
апвхп,1
впхпа,1
ппахв,1
вхппа,1
пвахп,1
вхпап,1
пвпах,1
папвх,1
пахвп,1
ппавх,1
ппхва,1
пхвап,1
авппх,1
пвхап,1
пвапх,1
вппах,1
хвппа,1
пхвпа,1
хпвпа,1
пахпв,1
ппвха,1
хвпап,1
авпхп,1
хапвп,1
хппав,1
пхпав,1
павхп,1
аппхв,1
ппвах,1
пхапв,1
вхапп,1
ппхав,1
пвхпа,1
ахппхв,1
хапвхп,1
пхпавх,1
хваппх,1
впаххп,1
пвхахп,1
пвххап,1
хахвпп,1
аххвпп,1
хапхпв,1
хпхапв,1
хпхвап,1
ххпапв,1
хаппхв,1
пххпав,1
хпхпва,1
аппхвх,1
вхпхпа,1
вххпап,1
ххапвп,1
хпвапх,1
хахппв,1
пхапхв,1
ппавхх,1
хпхавп,1
ххпвап,1
ппвхах,1
хпапвх,1
хапхвп,1
пхавхп,1
хавхпп,1
ххаппв,1
вхпахп,1
впхпха,1
пхвапх,1
пхвпха,1
пхпвха,1
хвппха,1
папвхх,1
авпххп,1
пхавпх,1
ххвппа,1
впапхх,1
хавпхп,1
хппхва,1
хпвахп,1
хвппах,1
ппхвах,1
ххвапп,1
пххапв,1
пваххп,1
хапвпх,1
ахпвпх,1
вхахпп,1
вхаппх,1
хвхппа,1
впхахп,1
ппхавх,1
ххвпап,1
ххппав,1
вппахх,1
апхпхв,1
хвпхап,1
хпахвп,1
авххпп,1
хвхапп,1
хпвпха,1
пхвхпа,1
апхвпх,1
авхпхп,1
пвахпх,1
хвпапх,1
хвахпп,1
пахвхп,1
вхпхап,1
хппавх,1
авхппх,1
пхвхап,1
хпавхп,1
хпвхап,1
хпвхпа,1
вапхпх,1
хвпхпа,1
хвапхп,1
авппхх,1
пахпвх,1
ххпвпа,1
пхахпв,1
апххвп,1
хпхпав,1
вппхах,1
апвхпх,1
впххап,1
вахппх,1
хппвах,1
пхапвх,1
ххавпп,1
вххппа,1
впхапх,1
пвпхха,1
ппхвха,1
пххвпа,1
ппахвх,1
ппхахв,1
аппххв,1
вахпхп,1
хпхвпа,1
павхпх,1
хпавпх,1
ахпхпв,1
пххавп,1
ваххпп,1
хаппвх,1
апвххп,1
аххппв,1
ахвпхп,1
апвпхх,1
аппвхх,1
пвхпха,1
паххпв,1
авпхпх,1
хпвпах,1
ппххав,1
хвхпап,1
пххпва,1
пххвап,1
вхапхп,1
хппвха,1
хпахпв,1
пхпхав,1
вхпапх,1
вхппха,1
пхахвп,1
вппхха,1
пхпвах,1
аххпвп,1
хахпвп,1
впхпах,1
пвпахх,1
ахвхпп,1
вапххп,1
пахпхв,1
хпапхв,1
паххвп,1
ххппва,1
впахпх,1
вхппах,1
пвпхах,1
апххпв,1
ахвппх,1
павпхх,1
ппаххв,1
пвапхх,1
апхпвх,1
вххапп,1
пхпхва,1
папхвх,1
пхпахв,1
впххпа,1
пахвпх,1
хвпахп,1
ваппхх,1
пвхпах,1
ппххва,1
пвхапх,1
пхвахп,1
апхвхп,1
пвххпа,1
хавппх,1
павххп,1
пхвпах,1
хппахв,1
папххв,1
ппвахх,1
ппвхха,1
хппхав,1
ахпхвп,1
ахпвхп,1
ххпавп,1
ахппвх,1
хппвахп,1
ппапххв,1
ппвпхха,1
впахпхп,1
пвпхпах,1
аппхвпх,1
хапвхпп,1
пхапхвп,1
хппхапв,1
хавхппп,1
ххпвапп,1
апппхвх,1
вапхпхп,1
папвххп,1
хвхпппа,1
впхпапх,1
вахпппх,1
пппххва,1
аппвпхх,1
ппхпвах,1
